title,content,displaytitle,category,resourcetype,featureimage,,resourcepopupurl,filetitle,filetype,downloadablefile,externallink,audiopreview,previewonly,maindownload,note
購買盜版貨品,,購買盜版貨品,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買盜版貨品.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買盜版貨品.jpg,購買盜版貨品,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買盜版貨品.jpg,,,,,
購買盜版貨品2,,購買盜版貨品2,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買盜版貨品2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買盜版貨品2.jpg,購買盜版貨品2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買盜版貨品2.jpg,,,,,
非法上載電影,,非法上載電影,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法上載電影.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法上載電影.jpg,非法上載電影,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法上載電影.jpg,,,,,
非法下載歌曲,,非法下載歌曲,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載歌曲.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載歌曲.jpg,非法下載歌曲,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載歌曲.jpg,,,,,
非法下載電影,,非法下載電影,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載電影.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載電影.jpg,非法下載電影,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非法下載電影.jpg,,,,,
人口老化,,人口老化,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/人口老化.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/人口老化.jpg,人口老化,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/人口老化.jpg,,,,,
低生育率,,低生育率,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/低生育率.JPG,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/低生育率.JPG,低生育率,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/低生育率.JPG,,,,,
低生育率2,,低生育率2,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/低生育率2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/低生育率2.jpg,低生育率2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/低生育率2.jpg,,,,,
內亂,,內亂,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/內亂.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/內亂.jpg,內亂,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/內亂.jpg,,,,,
助養孩童,,助養孩童,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/助養孩童.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/助養孩童.jpg,助養孩童,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/助養孩童.jpg,,,,,
原子彈爆發,,原子彈爆發,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/原子彈爆發.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/原子彈爆發.jpg,原子彈爆發,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/原子彈爆發.jpg,,,,,
地雷影響,,地雷影響,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/地雷影響.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/地雷影響.jpg,地雷影響,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/地雷影響.jpg,,,,,
地雷影響2,,地雷影響2,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/地雷影響2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/地雷影響2.jpg,地雷影響2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/地雷影響2.jpg,,,,,
垃圾問題,,垃圾問題,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/垃圾問題.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/垃圾問題.jpg,垃圾問題,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/垃圾問題.jpg,,,,,
埃博拉病毒疫情,,埃博拉病毒疫情,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/埃博拉病毒疫情.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/埃博拉病毒疫情.jpg,埃博拉病毒疫情,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/埃博拉病毒疫情.jpg,,,,,
天災災民,,天災災民,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/天災災民.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/天災災民.jpg,天災災民,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/天災災民.jpg,,,,,
天災災民2,,天災災民2,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/天災災民2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/天災災民2.jpg,天災災民2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/天災災民2.jpg,,,,,
宗教糾紛,,宗教糾紛,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/宗教糾紛.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/宗教糾紛.jpg,宗教糾紛,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/宗教糾紛.jpg,,,,,
恐怖襲擊,,恐怖襲擊,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/恐怖襲擊.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/恐怖襲擊.jpg,恐怖襲擊,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/恐怖襲擊.jpg,,,,,
戰亂,,戰亂,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰亂.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰亂.jpg,戰亂,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰亂.jpg,,,,,
戰亂2,,戰亂2,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰亂2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰亂2.jpg,戰亂2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰亂2.jpg,,,,,
戰爭,,戰爭,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰爭.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰爭.jpg,戰爭,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/戰爭.jpg,,,,,
掠奪資源,,掠奪資源,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/掠奪資源.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/掠奪資源.jpg,掠奪資源,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/掠奪資源.jpg,,,,,
教育資源不足,,教育資源不足,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/教育資源不足.JPG,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/教育資源不足.JPG,教育資源不足,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/教育資源不足.JPG,,,,,
日本福島核事故,,日本福島核事故,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本福島核事故.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本福島核事故.jpg,日本福島核事故,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本福島核事故.jpg,,,,,
暴亂,,暴亂,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/暴亂.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/暴亂.jpg,暴亂,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/暴亂.jpg,,,,,
爭取獨立,,爭取獨立,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/爭取獨立.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/爭取獨立.jpg,爭取獨立,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/爭取獨立.jpg,,,,,
環境污染,,環境污染,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染.JPG,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染.JPG,環境污染,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染.JPG,,,,,
環境污染2,,環境污染2,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染2.jpg,環境污染2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染2.jpg,,,,,
環境污染3,,環境污染3,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染3.jpg,環境污染3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染3.jpg,,,,,
環境污染4,,環境污染4,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染4.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染4.jpg,環境污染4,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染4.jpg,,,,,
環境污染5,,環境污染5,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染5.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染5.jpg,環境污染5,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/環境污染5.jpg,,,,,
畸形嬰兒,,畸形嬰兒,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/畸形嬰兒.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/畸形嬰兒.jpg,畸形嬰兒,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/畸形嬰兒.jpg,,,,,
發動戰爭,,發動戰爭,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/發動戰爭.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/發動戰爭.jpg,發動戰爭,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/發動戰爭.jpg,,,,,
糧食短缺,,糧食短缺,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/糧食短缺.JPG,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/糧食短缺.JPG,糧食短缺,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/糧食短缺.JPG,,,,,
糧食高峰會,,糧食高峰會,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/糧食高峰會.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/糧食高峰會.jpg,糧食高峰會,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/糧食高峰會.jpg,,,,,
缺乏醫療智識,,缺乏醫療智識,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/缺乏醫療智識.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/缺乏醫療智識.jpg,缺乏醫療智識,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/缺乏醫療智識.jpg,,,,,
藥物短缺,,藥物短缺,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/藥物短缺.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/藥物短缺.jpg,藥物短缺,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/藥物短缺.jpg,,,,,
貧窮人口,,貧窮人口,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/貧窮人口.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/貧窮人口.jpg,貧窮人口,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/貧窮人口.jpg,,,,,
資源枯竭,,資源枯竭,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/資源枯竭.JPG,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/資源枯竭.JPG,資源枯竭,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/資源枯竭.JPG,,,,,
醫療費用高昂,,醫療費用高昂,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/醫療費用高昂.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/醫療費用高昂.jpg,醫療費用高昂,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/醫療費用高昂.jpg,,,,,
醫療資源不足,,醫療資源不足,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/醫療資源不足.JPG,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/醫療資源不足.JPG,醫療資源不足,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/醫療資源不足.JPG,,,,,
難民營,,難民營,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/難民營.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/難民營.jpg,難民營,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/難民營.jpg,,,,,
領土爭議,,領土爭議,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/領土爭議.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/領土爭議.jpg,領土爭議,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/領土爭議.jpg,,,,,
高失業率,,高失業率,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高失業率.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高失業率.jpg,高失業率,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高失業率.jpg,,,,,
高生育率,,高生育率,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高生育率.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高生育率.jpg,高生育率,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高生育率.jpg,,,,,
高生育率2,,高生育率2,插圖庫|了解世界與認識資訊年代|國際問題,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高生育率2.JPG,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高生育率2.JPG,高生育率2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/高生育率2.JPG,,,,,
不尊重私隱的報導,,不尊重私隱的報導,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/不尊重私隱的報導.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/不尊重私隱的報導.jpg,不尊重私隱的報導,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/不尊重私隱的報導.jpg,,,,,
偷拍,,偷拍,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/偷拍.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/偷拍.jpg,偷拍,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/偷拍.jpg,,,,,
偷拍2,,偷拍2,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/偷拍2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/偷拍2.jpg,偷拍2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/偷拍2.jpg,,,,,
含暴力鏡頭的節目,,含暴力鏡頭的節目,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含暴力鏡頭的節目.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含暴力鏡頭的節目.jpg,含暴力鏡頭的節目,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/含暴力鏡頭的節目.jpg,,,,,
在電台表達意見,,在電台表達意見,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在電台表達意見.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在電台表達意見.jpg,在電台表達意見,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在電台表達意見.jpg,,,,,
報章,,報章,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/報章.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/報章.jpg,報章,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/報章.jpg,,,,,
報章雜誌,,報章雜誌,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/報章雜誌.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/報章雜誌.jpg,報章雜誌,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/報章雜誌.jpg,,,,,
採訪,,採訪,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/採訪.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/採訪.jpg,採訪,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/採訪.jpg,,,,,
採訪2,,採訪2,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/採訪2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/採訪2.jpg,採訪2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/採訪2.jpg,,,,,
新聞報道,,新聞報道,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新聞報道.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新聞報道.jpg,新聞報道,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新聞報道.jpg,,,,,
新聞報道2,,新聞報道2,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新聞報道2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新聞報道2.jpg,新聞報道2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新聞報道2.jpg,,,,,
網上新聞,,網上新聞,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上新聞.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上新聞.jpg,網上新聞,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/網上新聞.jpg,,,,,
處理謠言的方法 (1),,處理謠言的方法 (1),插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (1).jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (1).jpg,處理謠言的方法 (1),image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (1).jpg,,,,,
處理謠言的方法 (2),,處理謠言的方法 (2),插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (2).jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (2).jpg,處理謠言的方法 (2),image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (2).jpg,,,,,
處理謠言的方法 (3),,處理謠言的方法 (3),插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (3).jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (3).jpg,處理謠言的方法 (3),image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/處理謠言的方法 (3).jpg,,,,,
誇張失實的報道,,誇張失實的報道,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/誇張失實的報道.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/誇張失實的報道.jpg,誇張失實的報道,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/誇張失實的報道.jpg,,,,,
誇張的廣告,,誇張的廣告,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/誇張的廣告.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/誇張的廣告.jpg,誇張的廣告,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/誇張的廣告.jpg,,,,,
購買成人雜誌,,購買成人雜誌,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買成人雜誌.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買成人雜誌.jpg,購買成人雜誌,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/購買成人雜誌.jpg,,,,,
通過傳媒表達意見,,通過傳媒表達意見,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/通過傳媒表達意見.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/通過傳媒表達意見.jpg,通過傳媒表達意見,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/通過傳媒表達意見.jpg,,,,,
閱讀報章,,閱讀報章,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀報章.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀報章.jpg,閱讀報章,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀報章.jpg,,,,,
閱讀網上報章,,閱讀網上報章,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀網上報章.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀網上報章.jpg,閱讀網上報章,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/閱讀網上報章.jpg,,,,,
限制級電影,,限制級電影,插圖庫|了解世界與認識資訊年代|傳媒,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/限制級電影.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/限制級電影.jpg,限制級電影,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/限制級電影.jpg,,,,,
上網至深夜,,上網至深夜,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上網至深夜.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上網至深夜.jpg,上網至深夜,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上網至深夜.jpg,,,,,
上載相片,,上載相片,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上載相片.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上載相片.jpg,上載相片,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上載相片.jpg,,,,,
使用公共無線網絡,,使用公共無線網絡,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用公共無線網絡.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用公共無線網絡.jpg,使用公共無線網絡,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用公共無線網絡.jpg,,,,,
使用即時通訊軟件,,使用即時通訊軟件,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用即時通訊軟件.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用即時通訊軟件.jpg,使用即時通訊軟件,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用即時通訊軟件.jpg,,,,,
使用即時通訊軟件2,,使用即時通訊軟件2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用即時通訊軟件2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用即時通訊軟件2.jpg,使用即時通訊軟件2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用即時通訊軟件2.jpg,,,,,
使用社交媒體,,使用社交媒體,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體.jpg,使用社交媒體,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體.jpg,,,,,
使用社交媒體2,,使用社交媒體2,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體2.jpg,使用社交媒體2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體2.jpg,,,,,
使用社交媒體3,,使用社交媒體3,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體3.jpg,使用社交媒體3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用社交媒體3.jpg,,,,,
使用過濾軟件,,使用過濾軟件,插圖庫|了解世界與認識資訊年代|網絡世界,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用過濾軟件.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用過濾軟件.jpg,使用過濾軟件,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/使用過濾軟件.jpg,,,,,
